id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y,
922,tt2567026,alice through the looking glass,alice through the looking glass,2016,27/05/2016,"adventure, family, fantasy",113,"usa, uk",english,james bobin,"linda woolverton, lewis carroll",walt disney pictures,"johnny depp, mia wasikowska, helena bonham carter, anne hathaway, sacha baron cohen, rhys ifans, matt lucas, lindsay duncan, leo bill, geraldine james, andrew scott, richard armitage, ed speleers, alan rickman, timothy spall",alice returns to the whimsical world of wonderland and travels back in time to help the mad hatter.,6.2,83101,$ 170000000,$ 77041381,$ 299457024,34,219,270,"johnny depp, mia wasikowska, helena bonham car","ter, anne hathaway, sacha baron cohen, rhys ifans, matt lucas, lindsay duncan, leo bill, geraldine james, andrew scott, richard armitage, ed speleers, alan rickman, timothy spall",
923,tt2581480,the channel,the channel,2016,18/03/2016,"drama, horror, thriller",93,usa,english,tom lewis,tom lewis,,"kristen stephensonpino, nick clark, andrew olson, jared boghosian, carol anne watts, corrin evans, myron natwick, larrs jackson, donna rusch, kimberly spak, matt weber, hollie bahar, lacy diamond, robert dough, reilly fagan","after surviving a near-death experience, a teenager discovers that she's become a channel for an evil spirit's entry into her life.",3.1,291,,$ 18319,$ 18319,,3,1,"kristen stephensonpino, nick clark, andrew olson,","jared boghosian, carol anne watts, corrin evans, myron natwick, larrs jackson, donna rusch, kimberly spak, matt weber, hollie bahar, lacy diamond, robert dough, reilly fagan",
924,tt2582500,shut in,shut in,2016,30/11/2016,"drama, mystery, thriller",91,"canada, france",english,farren blackburn,christina hodson,europacorp,"naomi watts, oliver platt, charlie heaton, jacob tremblay, clémentine poidatz, alex braunstein, david cubitt, crystal balint, ellen david, tim post, peter outerbridge, anton chevrier, thomas macedo","a widowed child psychologist lives an isolated existence in rural new england. caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",4.7,11512,$ 10000000,$ 6900335,$ 13082071,25,80,112,"naomi watts, oliver platt, charlie heaton, jacob tre","mblay, clémentine poidatz, alex braunstein, david cubitt, crystal balint, ellen david, tim post, peter outerbridge, anton chevrier, thomas macedo",
925,tt2582782,hell or high water,hell or high water,2016,09/09/2016,"action, crime, drama",102,usa,english,david mackenzie,taylor sheridan,sidney kimmel entertainment,"dale dickey, ben foster, chris pine, william sterchi, buck taylor, kristin k. berg, jeff bridges, gil birmingham, keith meriweather, jackamoe buzzell, katy mixon, amber midthunder, joe berryman, taylor sheridan, howard ferguson jr.",a divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in west texas.,7.6,183139,$ 12000000,$ 27007844,$ 37879877,88,405,422,"dale dickey, ben foster, chris pine, william sterchi",", buck taylor, kristin k. berg, jeff bridges, gil birmingham, keith meriweather, jackamoe buzzell, katy mixon, amber midthunder, joe berryman, taylor sheridan, howard ferguson jr.",
926,tt2589076,à jamais,à jamais,2016,23/11/2016,drama,86,"france, portugal",,benoît jacquot,"don delillo, julia roy",alfama films,"mathieu amalric, julia roy, jeanne balibar, victoria guerra, elmano sancho, josé neto, hugo pedro, rui morisson",a girl who is a body artist fall in love with a director. but the man had a traffic accident and dead. this film express the feeling of love and lose.,4.9,144,,,$ 77659,,1,7,"mathieu amalric, julia roy, jeanne balibar, victori","a guerra, elmano sancho, josé neto, hugo pedro, rui morisson",
927,tt2592614,resident evil: the final chapter,resident evil: the final chapter,2016,03/02/2017,"action, horror, sci-fi",107,"usa, germany, france, canada, south africa, australia, uk, japan",english,paul w.s. anderson,paul w.s. anderson,constantin film,"milla jovovich, iain glen, ali larter, shawn roberts, eoin macken, fraser james, ruby rose, william levy, rola, ever anderson, mark simpson, milton schorr, siobhan hodgson, joon-gi lee, aubrey shelton","alice returns to where the nightmare began: the hive in raccoon city, where the umbrella corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",5.5,77278,$ 40000000,$ 26830068,$ 312242626,49,380,251,"milla jovovich, iain glen, ali larter, shawn roberts",", eoin macken, fraser james, ruby rose, william levy, rola, ever anderson, mark simpson, milton schorr, siobhan hodgson, joon-gi lee, aubrey shelton",
928,tt2597768,come and find me,come and find me,2016,11/11/2016,"drama, thriller",112,"canada, usa, uk",english,zack whedon,zack whedon,automatik,"annabelle wallis, aaron paul, garret dillahunt, chris chalk, zachary knighton, terry chen, enver gjokaj, valerie tian, jordana largy, michael kopsa, jessica heafey, dean redman, artine tony browne, corey schmitt, tim perez","when his girlfriend goes missing, david must track down her whereabouts after he realizes she's not who she was pretending to be.",5.7,7217,,,$ 4052,46,55,17,"annabelle wallis, aaron paul, garret dillahunt, ch","ris chalk, zachary knighton, terry chen, enver gjokaj, valerie tian, jordana largy, michael kopsa, jessica heafey, dean redman, artine tony browne, corey schmitt, tim perez",
929,tt2597892,viral,viral,2016,29/07/2016,"drama, horror, sci-fi",85,usa,english,"henry joost, ariel schulman","barbara marshall, christopher landon",blumhouse productions,"sofia black-d'elia, analeigh tipton, travis tope, michael kelly, machine gun kelly, john cothran, stoney westmoreland, linzie gray, judyann elder, philip labes, brianne howey, alexa fischer, brendon eggertsen, jennifer say gan, matt knudsen","following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",5.5,7401,,,$ 551760,,52,62,"sofia black-d'elia, analeigh tipton, travis tope, mic","hael kelly, machine gun kelly, john cothran, stoney westmoreland, linzie gray, judyann elder, philip labes, brianne howey, alexa fischer, brendon eggertsen, jennifer say gan, matt knudsen",
930,tt2638144,ben-hur,ben-hur,2016,07/09/2016,"action, adventure, drama",123,usa,"english, persian, greek, arabic",timur bekmambetov,"lew wallace, keith r. clarke",lightworkers media,"jack huston, toby kebbell, rodrigo santoro, nazanin boniadi, ayelet zurer, pilou asbæk, sofia black-d'elia, morgan freeman, marwan kenzari, moises arias, james cosmo, haluk bilginer, david walmsley, yasen atour, francesco scianna","judah ben-hur, a prince falsely accused of treason by his adopted brother, an officer in the roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",5.7,38877,$ 100000000,$ 26410477,$ 94061311,38,247,224,"jack huston, toby kebbell, rodrigo santoro, nazanin","boniadi, ayelet zurer, pilou asbæk, sofia black-d'elia, morgan freeman, marwan kenzari, moises arias, james cosmo, haluk bilginer, david walmsley, yasen atour, francesco scianna",
931,tt2649554,midnight special,midnight special,2016,08/04/2016,"drama, mystery, sci-fi",112,"usa, greece",english,jeff nichols,jeff nichols,warner bros.,"michael shannon, joel edgerton, kirsten dunst, adam driver, jaeden martell, bill camp, scott haze, sam shepard, paul sparks, david jensen, sharon landry, dana gourrier, sharon garrison, allison gabriel king, sean bridgers","a father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",6.6,69449,$ 18000000,$ 3712282,$ 6212282,76,248,331,"michael shannon, joel edgerton, kirsten dunst, ada","m driver, jaeden martell, bill camp, scott haze, sam shepard, paul sparks, david jensen, sharon landry, dana gourrier, sharon garrison, allison gabriel king, sean bridgers",
932,tt2652118,"crouching tiger, hidden dragon: sword of destiny","crouching tiger, hidden dragon: sword of destiny",2016,19/02/2016,"action, adventure, drama",96,"china, usa",english,woo-ping yuen,"john fusco, du lu wang",netflix,"donnie yen, michelle yeoh, harry shum jr., natasha liu bordizzo, jason scott lee, eugenia yuan, roger yuan, juju chan, chris pang, woon young park, darryl quon, van veronica ngo, gary young, andrew stehlin, trevor sai louie","a story of lost love, young love, a legendary sword and one last opportunity at redemption.",6.1,16290,$ 20000000,,$ 38659039,47,78,68,"donnie yen, michelle yeoh, harry shum jr., natash","a liu bordizzo, jason scott lee, eugenia yuan, roger yuan, juju chan, chris pang, woon young park, darryl quon, van veronica ngo, gary young, andrew stehlin, trevor sai louie",
933,tt2660118,split,split,2016,02/08/2016,"comedy, romance, sport",90,usa,english,jamie buckner,jamie buckner,,"tracy weiler, christopher guetig, sean c. keller, sarah east, lauren maxwell, josh mendelow, jou jou papailler, amy tribbey, mike wolfe, kendrick mayer, ben evans, pete weber, lilly rich, macleod andrews, wil heuser","as her 30th birthday looms, an over-achieving woman with a thing for bowlers decides to marry the man of her dreams in just under a month.",2.9,561,,,,,9,1,"tracy weiler, christopher guetig, sean c. keller, sara","h east, lauren maxwell, josh mendelow, jou jou papailler, amy tribbey, mike wolfe, kendrick mayer, ben evans, pete weber, lilly rich, macleod andrews, wil heuser",
934,tt2660888,star trek beyond,star trek beyond,2016,22/07/2016,"action, adventure, sci-fi",122,"usa, china, united arab emirates, canada",english,justin lin,"simon pegg, doug jung",paramount pictures,"chris pine, zachary quinto, karl urban, zoe saldana, simon pegg, john cho, anton yelchin, idris elba, sofia boutella, joe taslim, lydia wilson, deep roy, melissa roxburgh, anita brown, doug jung","the crew of the uss enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the federation stands for, to the test.",7.1,214448,$ 185000000,$ 158848340,$ 343471816,68,789,474,"chris pine, zachary quinto, karl urban, zoe saldan","a, simon pegg, john cho, anton yelchin, idris elba, sofia boutella, joe taslim, lydia wilson, deep roy, melissa roxburgh, anita brown, doug jung",
935,tt2667380,kill command,kill command,2016,13/05/2016,"action, horror, sci-fi",99,uk,english,steven gomez,steven gomez,vertigo films,"thure lindhardt, vanessa kirby, david ajala, mike noble, bentley kalu, tom mckay, kelly gough, osi okerafor, damian kell, tim ahern, sam huntington","set in a near future, technology-reliant society that pits man against killing machines.",5.7,12163,,,$ 25427,,84,62,"thure lindhardt, vanessa kirby, david ajala, mike no","ble, bentley kalu, tom mckay, kelly gough, osi okerafor, damian kell, tim ahern, sam huntington",
936,tt2671706,fences,fences,2016,17/02/2017,drama,139,"usa, canada",english,denzel washington,"august wilson, august wilson",bron studios,"denzel washington, viola davis, stephen mckinley henderson, jovan adepo, russell hornsby, mykelti williamson, saniyya sidney, christopher mele, lesley boone, jason silvis","a working-class african-american father tries to raise his family in the 1950s, while coming to terms with the events of his life.",7.2,89760,$ 24000000,$ 57682904,$ 64414761,79,339,321,"denzel washington, viola davis, stephen mckinley h","enderson, jovan adepo, russell hornsby, mykelti williamson, saniyya sidney, christopher mele, lesley boone, jason silvis",
937,tt2672052,onus,onus,2016,26/12/2016,"drama, mystery, thriller",98,"uk, norway","english, norwegian",george clarke,"anthony boyle, george clarke",yellow fever productions,"robert render, anthony boyle, kenny thompson, leo clarke, caroline burns cooke, chiara dickson, vivian jamison","a boy wakes up below a cliff, bloodied, with a gun in his hand, and chained to a man who lies beside him... he stresses hard to remember what happened, and soon the puzzle of the days events come back to him. the story begins.",2.9,107,gbp 500000,,,,4,6,"robert render, anthony boyle, kenny thompson, le","o clarke, caroline burns cooke, chiara dickson, vivian jamison",
938,tt2674426,me before you,me before you,2016,03/06/2016,"drama, romance",106,"uk, usa","english, french",thea sharrock,"jojo moyes, jojo moyes",metro-goldwyn-mayer (mgm),"sam claflin, vanessa kirby, emilia clarke, eileen dunwoodie, pablo raybould, gabrielle downey, henri charles, samantha spiro, brendan coyle, jenna coleman, alan breck, matthew lewis, muzz khan, janet mcteer, charles dance",a girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,7.4,183881,$ 20000000,$ 56245075,$ 208314186,51,402,220,"sam claflin, vanessa kirby, emilia clarke, eileen dun","woodie, pablo raybould, gabrielle downey, henri charles, samantha spiro, brendan coyle, jenna coleman, alan breck, matthew lewis, muzz khan, janet mcteer, charles dance",
939,tt2674430,approaching the unknown,approaching the unknown,2016,03/06/2016,"drama, sci-fi, thriller",90,usa,english,mark elijah rosenberg,"mark elijah rosenberg, mark elijah rosenberg",3311 productions,"mark strong, luke wilson, sanaa lathan, anders danielsen lie, charles baker, steven brower, stephanie gould, franziska lamprecht, amanda larson, whit k. lee, st. john mckay, james o'connell, michael o'connell, clare o'connell, neel patel",a u.s. astronaut prepares for a mission to mars.,4.8,7858,,$ 10232,$ 10232,53,104,25,"mark strong, luke wilson, sanaa lathan, anders dan","ielsen lie, charles baker, steven brower, stephanie gould, franziska lamprecht, amanda larson, whit k. lee, st. john mckay, james o'connell, michael o'connell, clare o'connell, neel patel",
940,tt2679552,i.t.,i.t.,2016,09/09/2016,"crime, drama, mystery",95,ireland,english,john moore,"dan kay, dan kay",voltage pictures,"pierce brosnan, jason barry, karen moskow, kai ryssdal, brian f. mulvey, martin hindy, rico hizon, anna friel, stefanie scott, michael lysak, clare-hope ashitey, vincent murphy, david mcsavage, james frecheville, neringa juodkunaite",a millionaire has his life turned upside down after firing his i.t. consultant.,5.4,13799,eur 11250379,,$ 2128301,27,68,55,"pierce brosnan, jason barry, karen moskow, kai ryss","dal, brian f. mulvey, martin hindy, rico hizon, anna friel, stefanie scott, michael lysak, clare-hope ashitey, vincent murphy, david mcsavage, james frecheville, neringa juodkunaite",
941,tt2693580,miss stevens,miss stevens,2016,20/09/2016,"comedy, drama",86,usa,english,julia hart,"julia hart, jordan horowitz",beachside films,"lily rabe, timothée chalamet, lili reinhart, anthony quintal, oscar nuñez, rob huebel, larry bam hall, noah gray-cabey, jammie patton, mike holley, tracey wigfield, nikhil pai, tamir yardenne, kristin slaysman, temple dean",a heart-broken teacher chaperones a group of high schoolers to a state drama competition.,6.6,4170,,$ 4611,$ 138535,65,24,20,"lily rabe, timothée chalamet, lili reinhart, anthon","y quintal, oscar nuñez, rob huebel, larry bam hall, noah gray-cabey, jammie patton, mike holley, tracey wigfield, nikhil pai, tamir yardenne, kristin slaysman, temple dean",
942,tt2702724,the boss,the boss,2016,10/06/2016,comedy,99,usa,english,ben falcone,"melissa mccarthy, ben falcone",gary sanchez productions,"melissa mccarthy, kristen bell, peter dinklage, ella anderson, tyler labine, kathy bates, cecily strong, mary sohn, kristen schaal, eva peterson, timothy simons, aleandra newcomb, annie mumolo, presley coley, dax shepard","a titan of industry is sent to prison after she's caught insider trading. when she emerges ready to rebrand herself as america's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",5.4,40285,$ 29000000,$ 63285885,$ 78844582,40,154,177,"melissa mccarthy, kristen bell, peter dinklage, ella","anderson, tyler labine, kathy bates, cecily strong, mary sohn, kristen schaal, eva peterson, timothy simons, aleandra newcomb, annie mumolo, presley coley, dax shepard",
943,tt2709768,the secret life of pets,the secret life of pets,2016,24/06/2016,"animation, adventure, comedy",87,"usa, france, japan",english,"chris renaud, yarrow cheney","cinco paul, ken daurio",universal pictures,"louis c.k., eric stonestreet, kevin hart, jenny slate, ellie kemper, albert brooks, lake bell, dana carvey, hannibal buress, bobby moynihan, chris renaud, steve coogan, michael beattie, sandra echeverría, jaime camil","the quiet life of a terrier named max is upended when his owner takes in duke, a stray whom max instantly dislikes.",6.5,170212,$ 75000000,$ 368384330,$ 875457937,61,315,288,"louis c.k., eric stonestreet, kevin hart, jenny slate,","ellie kemper, albert brooks, lake bell, dana carvey, hannibal buress, bobby moynihan, chris renaud, steve coogan, michael beattie, sandra echeverría, jaime camil",
944,tt2712758,displacement,displacement,2016,28/04/2017,"sci-fi, thriller",112,usa,english,kenneth mader,"kenneth mader, chelsey crisp",maderfilm productions,"courtney hope, susan blakely, bruce davison, christopher backus, sarah douglas, aza allen, kristin brock, karan oberoi, jayden besana, jordan besana, campbell crates, cameron crates, ethan talby, cecile cinco, richard folwarski",a young physics student must find a way to reverse a deadly quantum time anomaly and solve the murder of her boyfriend while battling short-term memory loss and time slips caused by the event.,4.5,338,,,,,9,9,"courtney hope, susan blakely, bruce davison, chri","stopher backus, sarah douglas, aza allen, kristin brock, karan oberoi, jayden besana, jordan besana, campbell crates, cameron crates, ethan talby, cecile cinco, richard folwarski",
945,tt2718028,km 31-2,km 31-2,2016,04/11/2016,horror,105,mexico,spanish,rigoberto castañeda,rigoberto castañeda,lemon studios,"carlos aragón, mauricio garcía lozano, adrià collado, verónica merchant, matías del castillo, rosanna engel, mauricio isaac, iliana fox, italo londero, paloma arredondo, odín ayala, david fridman, erando gonzalez, hector illanes, danina moguel","the police officer martin ugalde is called to investigate a series of kidnappings in mexico city of kids between 6 and 9 years old. immediately, he realizes these abductions have a special link with the case seven years before.",3.7,198,$ 2000000,,$ 1693944,,3,,"carlos aragón, mauricio garcía lozano, adrià collado, ve","rónica merchant, matías del castillo, rosanna engel, mauricio isaac, iliana fox, italo londero, paloma arredondo, odín ayala, david fridman, erando gonzalez, hector illanes, danina moguel",
