id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y,
2287,tt4970294,"scaler, dark spirit","scaler, dark spirit",2016,18/06/2016,"horror, thriller",80,usa,english,dan t. hall,,cyfuno ventures,"nathan bechtold, ran burns, jessica froelich, moli hall, lafayette scott hankins, dija henry, will prim, ransom pugh","paranormal researcher and author, jessica lake is given video footage from a mysterious ghost hunter revealing clues to an ancient and evil spirit.",3.4,228,,,,,7,,"nathan bechtold, ran burns, jessica froelich, mol","i hall, lafayette scott hankins, dija henry, will prim, ransom pugh",
2288,tt4972062,don't think twice,don't think twice,2016,22/07/2016,"comedy, drama",92,usa,english,mike birbiglia,mike birbiglia,cold iron pictures,"gillian jacobs, mike birbiglia, kate micucci, tami sagher, keegan-michael key, emily skeggs, chris gethard, brandon scott jones, sunita mani, sondra james, richard kline, glenn wein, neil fleischer, erin darke, gary richardson","when a member of a popular new york city improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",6.7,15705,,$ 4417667,$ 4417667,83,79,94,"gillian jacobs, mike birbiglia, kate micucci, tami s","agher, keegan-michael key, emily skeggs, chris gethard, brandon scott jones, sunita mani, sondra james, richard kline, glenn wein, neil fleischer, erin darke, gary richardson",
2289,tt4972582,split,split,2016,20/01/2017,"horror, thriller",117,"japan, usa",english,m. night shyamalan,m. night shyamalan,universal pictures,"james mcavoy, anya taylor-joy, betty buckley, haley lu richardson, jessica sula, izzie coffey, brad william henke, sebastian arcelus, neal huff, ukee washington, ann wood, robert michael kelly, m. night shyamalan, rosemary howard, jerome gallman",three girls are kidnapped by a man with a diagnosed 23 distinct personalities. they must try to escape before the apparent emergence of a frightful new 24th.,7.3,380684,$ 9000000,$ 138291365,$ 278454358,62,936,561,"james mcavoy, anya taylor-joy, betty buckley, haley l","u richardson, jessica sula, izzie coffey, brad william henke, sebastian arcelus, neal huff, ukee washington, ann wood, robert michael kelly, m. night shyamalan, rosemary howard, jerome gallman",
2290,tt4975280,a martfüi rém,a martfüi rém,2016,17/11/2017,"crime, horror, thriller",121,hungary,hungarian,árpád sopsits,,focusfox studio,"károly hajduk, gábor jászberényi, zsolt anger, péter bárnai, zsolt trill, zsófia szamosi, mónika balsai, andrás réthelyi, piroska móga, valentin venczel, dóra sztarenki, péter barbinek, eszter csépai, zsolt dér, bea egyed",true story of a serial killer in 1950-60s hungary.,7,4828,huf 710000000,,$ 208999,,10,27,"károly hajduk, gábor jászberényi, zsolt anger, péter","bárnai, zsolt trill, zsófia szamosi, mónika balsai, andrás réthelyi, piroska móga, valentin venczel, dóra sztarenki, péter barbinek, eszter csépai, zsolt dér, bea egyed",
2291,tt4975722,moonlight,moonlight,2016,24/02/2017,drama,111,usa,english,barry jenkins,"barry jenkins, tarell alvin mccraney",a24,"mahershala ali, shariff earp, duan sanderson, alex r. hibbert, janelle monáe, naomie harris, jaden piner, herman 'caheei mcgloun, kamal ani-bellow, keomi givens, eddie blanchard, rudi goblen, ashton sanders, edson jean, patrick decile","a young african-american man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",7.4,238659,$ 4000000,$ 27854932,$ 65046687,99,818,504,"mahershala ali, shariff earp, duan sanderson, alex","r. hibbert, janelle monáe, naomie harris, jaden piner, herman 'caheei mcgloun, kamal ani-bellow, keomi givens, eddie blanchard, rudi goblen, ashton sanders, edson jean, patrick decile",
2292,tt4976588,"lou andreas-salomé, the audacity to be free","lou andreas-salomé, the audacity to be free",2016,30/06/2016,"biography, drama, romance",113,"germany, austria, italy, switzerland","german, italian, russian",cordula kablitz-post,"cordula kablitz-post, susanne hertel",avanti media fiction,"nicole heesters, katharina lorenz, liv lisa fries, helena pieske, matthias lier, katharina schüttler, philipp hauß, alexander scheer, julius feldmeier, merab ninidze, peter simonischek, petra morzé, daniel sträßer, marcel hensema, harald schrott","born 1861, lou andreas salomé shuns tradition in pursuit of intellectual perfection, inflaming the hearts and minds of the 19th century's greatest thinkers, including friedrich nietzsche, rainer maria rilke, and sigmund freud.",6.6,337,,$ 12875,$ 454089,60,4,32,"nicole heesters, katharina lorenz, liv lisa fries, hel","ena pieske, matthias lier, katharina schüttler, philipp hauß, alexander scheer, julius feldmeier, merab ninidze, peter simonischek, petra morzé, daniel sträßer, marcel hensema, harald schrott",
2293,tt4978274,priceless,priceless,2016,14/10/2016,"crime, drama, romance",97,usa,english,ben smallbone,"chris dowling, tyler poelle",,"joel smallbone, bianca a. santos, david koechner, jim parrack, amber midthunder, travis hammer, luce rains, sarah minnich, sierra rose smith, ines france ware, cru ennis, jodi lynn thomas, lora martinez-cunningham, miguel martinez, kristen devore rakes","a widower who loses custody of his daughter finds himself unable to hold down a job. he agrees to drive a truck across the country, no questions asked. but when he discovers what he is delivering, he is faced with a life-changing choice.",6.1,3195,,$ 1499605,$ 1499605,41,55,9,"joel smallbone, bianca a. santos, david koechner, ji","m parrack, amber midthunder, travis hammer, luce rains, sarah minnich, sierra rose smith, ines france ware, cru ennis, jodi lynn thomas, lora martinez-cunningham, miguel martinez, kristen",devore rakes
2294,tt4979082,jai gangaajal,jai gangaajal,2016,04/03/2016,"crime, drama",149,india,hindi,prakash jha,prakash jha,play entertainment,"priyanka chopra, prakash jha, manav kaul, ninad kamat, rahul bhat, kiran karmarkar, murli sharma, ayush mahesh khedekar, jagat singh, vega tamotia, shakti kumar, indraneel bhattacharya, ravi khanvilkar, ankush bali, tanmay ranjan",a newly appointed senior inspector finds herself against very powerful goons and having people from her own department against her.,5.6,2307,,,$ 54620,,22,25,"priyanka chopra, prakash jha, manav kaul, ninad","kamat, rahul bhat, kiran karmarkar, murli sharma, ayush mahesh khedekar, jagat singh, vega tamotia, shakti kumar, indraneel bhattacharya, ravi khanvilkar, ankush bali, tanmay ranjan",
2295,tt4979860,camping 3,camping 3,2016,29/06/2016,comedy,105,"france, belgium",french,fabien onteniente,"franck dubosc, franck dubosc",waiting for cinema,"franck dubosc, claude brasseur, mylène demongeot, antoine duléry, gérard jugnot, michèle laroque, philippe lellouche, laurent olmedo, louka meliava, jules ritmanic, cyril mendy, leslie medina, amélie robin, eden ducourant, sophie mounicot","this year, patrick decided to test carpooling - thinking of crossing france with vanessa, he finds himself with three young dijonnais: robert the charmer, benji the beautiful kid and josé ...",4.3,794,,,$ 24224579,,,2,"franck dubosc, claude brasseur, mylène demongeot,","antoine duléry, gérard jugnot, michèle laroque, philippe lellouche, laurent olmedo, louka meliava, jules ritmanic, cyril mendy, leslie medina, amélie robin, eden ducourant, sophie mounicot",
2296,tt4980272,saahasam swaasaga saagipo,saahasam swaasaga saagipo,2016,11/11/2016,"action, romance",154,india,telugu,goutham vasudev menon,"goutham vasudev menon, kona venkat",dwaraka creations,"naga chaitanya akkineni, manjima mohan, baba sehgal, rakendu mouli, daniel balaji, sathish krishnan, goutham vasudev menon, krrish menon, nagineedu, priyaa rajkumar","when his sister's classmate, leelaa, comes to spend the summer at his family home, a friendship is forged in few days and when our hero decides to take off on a road trip across the country...",6.9,890,,,inr 220000000,,4,2,"naga chaitanya akkineni, manjima mohan, baba se","hgal, rakendu mouli, daniel balaji, sathish krishnan, goutham vasudev menon, krrish menon, nagineedu, priyaa rajkumar",
2297,tt4980812,playing with dolls: bloodlust,playing with dolls: bloodlust,2016,2016,horror,81,usa,english,rene perez,rene perez,idic entertainment,"richard tyson, karin brauns, elonda seawood, colin bryant, marilyn robrahn, killer, andrew espinoza long, leia perez, logan serr, ian dalziel, kerry wallum, kaula reed, omnia bixler, emma chase robertson, joey bertschi","stina a single mother has fallen on hard times. when she has hit rock bottom she is offered a job on a reality horror show, with the promise of a million dollars to the winner. the group of...",2.5,365,,,,,19,5,"richard tyson, karin brauns, elonda seawood, colin","bryant, marilyn robrahn, killer, andrew espinoza long, leia perez, logan serr, ian dalziel, kerry wallum, kaula reed, omnia bixler, emma chase robertson, joey bertschi",
2298,tt4981636,middle school: the worst years of my life,middle school: the worst years of my life,2016,07/10/2016,"comedy, family",92,"usa, cambodia","english, khmer",steve carr,"chris bowman, hubbel palmer",cbs films,"griffin gluck, lauren graham, alexa nisenson, andrew daly, thomas barbusca, retta, adam pally, luke hardeman, jessi goei, jacob hopkins, patrick fagan, isabela merced, isabella amara, madeleine stack, efren ramirez","after his principal (andy daly) destroys his sketchbook, rafe (griffin gluck) and his best friend leo (thomas barbusca) decide to ""destroy his book"" and break every rule in the school's code of conduct.",6.1,6811,$ 8500000,$ 20007149,$ 23316139,51,47,42,"griffin gluck, lauren graham, alexa nisenson, andr","ew daly, thomas barbusca, retta, adam pally, luke hardeman, jessi goei, jacob hopkins, patrick fagan, isabela merced, isabella amara, madeleine stack, efren ramirez",
2299,tt4981966,24,24,2016,06/05/2016,"action, sci-fi, thriller",164,india,"tamil, telugu",vikram k. kumar,vikram k. kumar,2d entertainment,"suriya, samantha ruth prabhu, nithya menon, saranya ponvannan, ajay, girish karnad, sathyan, mohan ram, charlie, appukutty, sudha, natarajan balkrishna, caroline koziol, manngala radhakrishnan, advaith ramkumar","a scientist invents a time machine, which leads to a bitter battle between his evil twin brother and his son.",7.8,15165,inr 700000000,,$ 336771,,103,18,"suriya, samantha ruth prabhu, nithya menon, s","aranya ponvannan, ajay, girish karnad, sathyan, mohan ram, charlie, appukutty, sudha, natarajan balkrishna, caroline koziol, manngala radhakrishnan, advaith ramkumar",
2300,tt4982166,la noche del virgen,la noche del virgen,2016,01/11/2016,"comedy, fantasy, horror",116,spain,spanish,roberto san sebastián,guillermo guerrero,platanoboligrafo,"javier bódalo, miriam martín, víctor amilibia, ignatius farray, rocío suárez, javi alaiza, javi cañón, ernesto fernández, errapel arrieta, mikel martín, julene lekunberri","in this horror-comedy, at a new year's eve party, nico, a naive twenty year old, sets out ready to lose his virginity at all costs that same night. in the middle of the party, his gaze crosses medea, a cunning and attractive mature woman.",5.3,415,,,,,7,59,"javier bódalo, miriam martín, víctor amilibia, ignat","ius farray, rocío suárez, javi alaiza, javi cañón, ernesto fernández, errapel arrieta, mikel martín, julene lekunberri",
2301,tt4982252,lone wolves,lone wolves,2016,13/12/2016,"action, sci-fi",87,australia,english,christopher jacobs,"christopher jacobs, christopher jacobs",longview pictures,"david leeming, warren otteraa, dan purdey, alana tranter","after an apocalypse of questionable origin, private james conroy is living in an abandoned shack at the base of a radio tower. when conroy finally contacts garry freeman, marooned in a ...",2,156,,,,,6,1,"david leeming, warren otteraa, dan purdey, alana tra",nter,
2302,tt4982356,the forest,the forest,2016,09/03/2016,"drama, fantasy, horror",109,thailand,thai,paul spurrier,paul spurrier,commercial films siam,"tanapol kamkunkam, thidarat kongkaew, natpatson lhakkum, vithaya pansringarm, asanee suwan, pongsanart vinsiri, ramphai wintawong, wannasa wintawong",a new teacher arrives at a small village in rural thailand. he has just left the monkhood and has taken a job at the local school in a quest to discover life outside the monastery. he finds...,6.4,232,,,,,2,4,"tanapol kamkunkam, thidarat kongkaew, natpatson","lhakkum, vithaya pansringarm, asanee suwan, pongsanart vinsiri, ramphai wintawong, wannasa wintawong",
2303,tt4982870,the sun at midnight,the sun at midnight,2016,02/12/2016,"adventure, drama",93,canada,english,kirsten carthew,kirsten carthew,jill and jackfish productions,"devery jacobs, duane howard, mark anderako, sarah jerome, william greenland, paul mckee, melvin leonard, jaclynn robert, shayla snowshoe","filmed at the arctic circle, ""the sun at midnight"" tells the story of an unexpected friendship between a hunter obsessed with finding a missing caribou herd and a teenage rebel who gets lost while on the run.",5.6,252,,,,,6,3,"devery jacobs, duane howard, mark anderako, sarah je","rome, william greenland, paul mckee, melvin leonard, jaclynn robert, shayla snowshoe",
2304,tt4983736,idhu namma aalu,idhu namma aalu,2016,27/05/2016,"comedy, romance",137,india,tamil,pandiraj,pandiraj,chimbu cine arts,"t.r. silambarasan, nayanthara, andrea jeremiah, soori, arjunan, v. jayaprakash, uday mahesh, v. madhusudhan rao, satyam rajesh, dheepa ramanujam, amuthaavaani arumugam, jai, santhanam","an eternal romantic falls in love with the girl his father has decided to get him married to, but will his past love affair prove to be a problem ?",5.6,433,inr 200000000,,$ 19873,,,6,"t.r. silambarasan, nayanthara, andrea jeremiah, soo","ri, arjunan, v. jayaprakash, uday mahesh, v. madhusudhan rao, satyam rajesh, dheepa ramanujam, amuthaavaani arumugam, jai, santhanam",
2305,tt4985848,pitchfork,pitchfork,2016,13/01/2017,horror,94,usa,english,glenn douglas packard,"darryl f. gariglio, glenn douglas packard",pioneer motion pictures (pmp),"daniel wilkinson, brian raetz, lindsey dresbach, ryan moore, celina beach, nicole dambro, keith webb, sheila leason, vibhu raghave, rachel carter, andrew dawe-collins, derek reynolds, carol ludwick, addisyn wallace, anisbel lopez","after sharing a secret about himself, hunter brings a group of friends from nyc back to his family farm for a weekend break. they quickly learn that secrets can be deadly as they are stalked by a twisted and disturbed beast, pitchfork.",5.2,2708,,,,,48,36,"daniel wilkinson, brian raetz, lindsey dresbach, ry","an moore, celina beach, nicole dambro, keith webb, sheila leason, vibhu raghave, rachel carter, andrew dawe-collins, derek reynolds, carol ludwick, addisyn wallace, anisbel lopez",
2306,tt4988692,dünyanin en güzel kokusu,dünyanin en güzel kokusu,2016,12/02/2016,"drama, romance",81,turkey,turkish,"mustafa ugur yagcioglu, ömer faruk sorak",mustafa ugur yagcioglu,böcek film,"tuba ünsal, riza kocaoglu, burak altay, esra rusan, semiha bezek, gözde kocaoglu, irfan kangi, tugce altug, latif koru, esra akpinar, oguz okul, burcu kus, mehmet erdem, ogulcan kiziltug, derya aral","there are two friends , they decide to marriage just to get one child ! but after marriage they fall in love together !",5.5,719,,,,,,3,"tuba ünsal, riza kocaoglu, burak altay, esra rusan,","semiha bezek, gözde kocaoglu, irfan kangi, tugce altug, latif koru, esra akpinar, oguz okul, burcu kus, mehmet erdem, ogulcan kiziltug, derya aral",
2307,tt4990516,tu hai mera sunday,tu hai mera sunday,2016,06/10/2017,"comedy, drama",119,india,hindi,milind dhaimade,milind dhaimade,love & faith,"barun sobti, shahana goswami, pallavi batra, meher acharia-dar, suhaas ahuja, nakul bhalla, krishna singh bisht, mahnaz damania, rasika dugal, maanvi gagroo, rama joshi, vishal malhotra, sandiip sikcand, shiv subramaniam, avinash tiwary",five friends struggle to find a place to play football in mumbai.,7.8,928,,,,,15,,"barun sobti, shahana goswami, pallavi batra, meh","er acharia-dar, suhaas ahuja, nakul bhalla, krishna singh bisht, mahnaz damania, rasika dugal, maanvi gagroo, rama joshi, vishal malhotra, sandiip sikcand, shiv subramaniam, avinash tiwary",
2308,tt4991172,caída del cielo,caída del cielo,2016,12/05/2016,"comedy, romance",75,argentina,spanish,néstor sánchez sotelo,"martín blasco, leonel d'agostino",del toro films,"muriel santa ana, peto menahem, héctor díaz, sebastián wainraich, karina k., hernán jiménez, fabián forte, verónica intile, pedro di salvia, alejandra rincón, elsa bois, facundo cardosi, magalí suárez, julio césar pallero, patricio bedoya","alejandro is on his patio and a woman's body falls down next to him. it's julia and she is alive. julia lives in the apartment just above alejandro's, and from now on, these two phobic characters begin to connect their lonely lives.",5.2,182,,,$ 36041,,2,,"muriel santa ana, peto menahem, héctor díaz, seba","stián wainraich, karina k., hernán jiménez, fabián forte, verónica intile, pedro di salvia, alejandra rincón, elsa bois, facundo cardosi, magalí suárez, julio césar pallero, patricio bedoya",
2309,tt4991512,tramps,tramps,2016,21/04/2017,"comedy, romance",82,usa,english,adam leon,"adam leon, adam leon",animal kingdom,"callum turner, grace van patten, michal vondel, mike birbiglia, margaret colin, louis cancelmi, mariola mlekicki, rachel zeiger-haag, dane martinez, jeszenia jimenez, tarina milo, jamund washington, caesar barajas, miguel cervantes, elleen hannah",a young man and woman find love in an unlikely place while carrying out a shady deal.,6.5,3671,$ 2000000,,,76,18,23,"callum turner, grace van patten, michal vondel, m","ike birbiglia, margaret colin, louis cancelmi, mariola mlekicki, rachel zeiger-haag, dane martinez, jeszenia jimenez, tarina milo, jamund washington, caesar barajas, miguel cervantes, elleen hann",ah
2310,tt4992060,sadie,sadie,2016,23/02/2018,"drama, fantasy, horror",84,"uk, canada, italy",english,craig goodwill,brian clark,atlantic screen productions,"analeigh tipton, marta gastini, jakob cedergren, valentin merlet, jan bijvoet, magdalena grochowska, anita kravos, nina senicar, leonardo messerklinger, franco barbero, luca busnengo, marco tunesi, denitza diakovska, cristiano omedè, mélanie s. dubois","after a fight with her boyfriend, a successful female erotic novelist on a book tour of europe joins her ex and his female friend, with whom she falls madly in love, for a party at a castle owned by a dangerous cult.",3.7,1017,$ 2000000,,,,14,4,"analeigh tipton, marta gastini, jakob cedergren, val","entin merlet, jan bijvoet, magdalena grochowska, anita kravos, nina senicar, leonardo messerklinger, franco barbero, luca busnengo, marco tunesi, denitza diakovska, cristiano omedè, mélanie s. dub",ois
2311,tt4992620,upp i det blå,upp i det blå,2016,21/10/2016,"comedy, family, sci-fi",82,sweden,swedish,petter lennstrand,"petter lennstrand, martin olczak",film i väst,"ida engvoll, eric ericson, mira forsell, gustav funck, sofie gällerspång, joel kullberg, petter lennstrand, adam lundgren, shebly niavarani, marcus standoft, susanne thorson","pottan is going to a riding camp, but ends up at a recycling center where she is taken care of by the strange staff. one day pottan finds out that the staff are building a space rocket.",6.3,127,,,,,,1,"ida engvoll, eric ericson, mira forsell, gustav funck,","sofie gällerspång, joel kullberg, petter lennstrand, adam lundgren, shebly niavarani, marcus standoft, susanne thorson",
2312,tt4993964,à fond,à fond,2016,21/12/2016,"action, comedy",91,"france, republic of macedonia",french,nicolas benamou,"frédéric jardin, fabrice roger-lacan",chic films,"josé garcia, andré dussollier, caroline vigneaux, charlotte gabris, vincent desagnat, josephine callies, stylane lecaille, jérôme commandeur, ingrid donnadieu, vladimir houbart, harrison arevalo, philippe laudenbach, béatrice costantini, jérôme lenôtre, sissi duparc","a family together with their grandpa go on a vacation, when their new car won't stop and it nearly escapes crashing into a hundred cars.",5.7,2089,,,$ 7268779,,2,10,"josé garcia, andré dussollier, caroline vigneaux, char","lotte gabris, vincent desagnat, josephine callies, stylane lecaille, jérôme commandeur, ingrid donnadieu, vladimir houbart, harrison arevalo, philippe laudenbach, béatrice costantini, jérôme len","ôtre, sissi duparc"
2313,tt4994718,kocan kadar konus: dirilis,kocan kadar konus: dirilis,2016,01/01/2016,"comedy, drama, fantasy",108,turkey,turkish,kivanç baruönü,"kivanç baruönü, sebnem burcuoglu",besiktas kültür merkezi (bkm),"bora akkas, nükhet akkaya, güven murat akpinar, derya aldemir, gözde seda altuner, gül arici, enis arikan, tolga ciklaciftci, ebru cündübeyoglu, eda ece, mehmet baran erdogan, nese güleç, hümeyra, ismail incekara, gülenay kalkan","having weathered marriage pressures from family and friends in the first movie of the series, efsun is now with the man of her dreams, sinan. but the complications facing her love life ...",5.9,2376,,,$ 6155274,,1,4,"bora akkas, nükhet akkaya, güven murat akpinar, de","rya aldemir, gözde seda altuner, gül arici, enis arikan, tolga ciklaciftci, ebru cündübeyoglu, eda ece, mehmet baran erdogan, nese güleç, hümeyra, ismail incekara, gülenay kalkan",
2314,tt4994736,annemin yarasi,annemin yarasi,2016,11/03/2016,"drama, mystery, war",120,"turkey, bosnia and herzegovina, serbia and montenegro",turkish,"ozan açiktan, ozan açiktan","ozan açiktan, ozan güven",besiktas kültür merkezi (bkm),"bora akkas, belçim bilgin, okan yalabik, ozan güven, meryem uzerli, sabina ajrula, ayça eren, igor borojevic, koray sahinbas, sermet yesil, mehmet ergen, petar cirica","upon turning eight-teen, salih leaves the orphanage to go on a journey that uncovers bitter truths of a war-ridden past.",7.4,2194,,,$ 1749704,,1,3,"bora akkas, belçim bilgin, okan yalabik, ozan güven",", meryem uzerli, sabina ajrula, ayça eren, igor borojevic, koray sahinbas, sermet yesil, mehmet ergen, petar cirica",
2315,tt4996022,lovesick,lovesick,2016,02/12/2016,"drama, romance",93,canada,english,tyson caron,tyson caron,eagle vision,"jay baruchel, adam brooks, sarah constible, rebecca gibson, lorraine james, ross mcmillan, jessica paré, fred penner, ali tataryn, sara thompson, jacob tierney, tyson wagner, darren wall","dash is 33, broke, depressed and still in love with his ex, lauren, who suddenly gets engaged. it all seems hopeless until he meets nora - a spontaneous and unforgettable woman. but timing is everything, and nora's not going to wait around.",4.7,197,,,,,,3,"jay baruchel, adam brooks, sarah constible, rebecca","gibson, lorraine james, ross mcmillan, jessica paré, fred penner, ali tataryn, sara thompson, jacob tierney, tyson wagner, darren wall",
2316,tt4997196,braca po babine linije,braca po babine linije,2016,16/03/2016,comedy,90,serbia,serbian,rados bajic,rados bajic,contrast studios,"milorad mandic-manda, rados bajic, ljiljana stjepanovic, olga odanovic, mirko babic, nada blam, nenad okanovic, nedeljko bajic, marija petronijevic, enver petrovci, jelena gavrilovic, milena predic, branko jankovic, tihomir stanic, toma kuruzovic","radasin and milasin are brothers but they don't talk with each other. both of them got letters inviting them on mysterious journey from their village to belgrade, capital of serbia. each ...",4.6,155,eur 600000,,$ 130520,,,2,"milorad mandic-manda, rados bajic, ljiljana stjepan","ovic, olga odanovic, mirko babic, nada blam, nenad okanovic, nedeljko bajic, marija petronijevic, enver petrovci, jelena gavrilovic, milena predic, branko jankovic, tihomir stanic, toma kuruzovic",
2317,tt4997398,bibi & tina: mädchen gegen jungs,bibi & tina: mädchen gegen jungs,2016,21/01/2016,"adventure, comedy, family",110,germany,german,detlev buck,"bettina börgerding, detlev buck",boje buck produktion,"lina larissa strahl, lisa-marie koroll, louis held, michael maertens, martin seifert, winnie böwe, fabian buch, emilio sakraya, detlev buck, leon bäter, neele czwalinna, maximilian diehle, lene charlotte dropmann, leon flock, pablo grant",best friends bibi and tina have to come to terms with an exchange pupil who cheats to undermine their endeavors to win a geocache search.,5.5,370,,,$ 14223864,,1,12,"lina larissa strahl, lisa-marie koroll, louis held, mi","chael maertens, martin seifert, winnie böwe, fabian buch, emilio sakraya, detlev buck, leon bäter, neele czwalinna, maximilian diehle, lene charlotte dropmann, leon flock, pablo grant",
2318,tt4998772,bedeviled,bedeviled,2016,22/10/2016,"horror, thriller",91,usa,english,"abel vang, burlee vang","abel vang, burlee vang",badlands features,"saxon sharbino, mitchell edwards, brandon soo hoo, victory van tuyl, carson boatman, jordan essoe, alexis g. zall, robyn cohen, kate orsini, bonnie morgan, aaron hendry, linda barrett, doug scarbrough, robert john brewer, shannon sinclear",five friends are terrorized by a supernatural entity after downloading a mysterious app.,4.2,2558,,,$ 579942,,46,44,"saxon sharbino, mitchell edwards, brandon soo hoo",", victory van tuyl, carson boatman, jordan essoe, alexis g. zall, robyn cohen, kate orsini, bonnie morgan, aaron hendry, linda barrett, doug scarbrough, robert john brewer, shannon sinclear",
2319,tt5000002,hooligan legacy,hooligan legacy,2016,30/05/2016,crime,70,uk,english,nicholas winter,terry lee coker,picture perfect,"terri dwyer, lee wakefield, gary finan, james groom, rocci williams, douglas fielding, terry lee coker, kris johnson, mark christopher collins, jo dyson, chris martin hill, jason wing, narin ozenci, taylor lovegrove, neil breed","four men, no strangers to unlawful transgressions, execute a daring football stadium robbery, but the volatile dynamic soon turns sour when the leader of the group becomes paranoid and ...",3.3,137,,,,,6,1,"terri dwyer, lee wakefield, gary finan, james groom, r","occi williams, douglas fielding, terry lee coker, kris johnson, mark christopher collins, jo dyson, chris martin hill, jason wing, narin ozenci, taylor lovegrove, neil breed",
2320,tt5000698,presumed,presumed,2016,16/07/2017,thriller,102,usa,english,danny j. boyle,"brian d. young, brian d. young",cartel pictures,"april bowlby, corin nemec, virginia williams, faith graham, zac garred, brody hutzler, marcia ann burrs, madison iseman, monique a. green, ryan bittle, jimmy deshler, john griffin, laura jean salerno, warren sweeney, eric scott woods",a woman accused of being responsible for her husband's disappearance begins to uncover secrets about the man she married as she attempts to prove her innocence.,5,315,,,,,7,1,"april bowlby, corin nemec, virginia williams, fait","h graham, zac garred, brody hutzler, marcia ann burrs, madison iseman, monique a. green, ryan bittle, jimmy deshler, john griffin, laura jean salerno, warren sweeney, eric scott woods",
2321,tt5001426,cage,cage,2016,01/04/2017,"drama, horror, thriller",80,uk,english,warren dudley,warren dudley,sixty6media film,"patrick bergin, lucy-jane quinlan, caitlin thorburn, jake unsworth, paul dubois, sharon drain, scott haney, andy costello, jade rogers, ali gibson, roger o'hara, dani mcdonald, tanieth kerr, serena brand, christian knight","seattle call girl gracie blake wakes up in a cage, in a warehouse - somewhere in america.",3.6,266,,,,,21,7,"patrick bergin, lucy-jane quinlan, caitlin thorbu","rn, jake unsworth, paul dubois, sharon drain, scott haney, andy costello, jade rogers, ali gibson, roger o'hara, dani mcdonald, tanieth kerr, serena brand, christian knight",
2322,tt5001436,the curse of robert the doll,the curse of robert the doll,2016,12/09/2016,horror,79,uk,,andrew jones,andrew jones,north bank entertainment,"nigel barber, lee bane, tiffany ceri, suzie frances garton, chris bell, jason homewood, steven dolton, christopher hale, felicity boylett, david bridle, bobby cole, clare gollop, claire henderson, kate piper, kira brown","a cash strapped student who starts working the night shift at a museum suspects that one of the exhibits, a creepy vintage doll named robert, is alive and wreaking havoc after hours.",3.5,569,,,$ 19096,,15,8,"nigel barber, lee bane, tiffany ceri, suzie frances","garton, chris bell, jason homewood, steven dolton, christopher hale, felicity boylett, david bridle, bobby cole, clare gollop, claire henderson, kate piper, kira brown",
2323,tt5002394,ilegitim,ilegitim,2016,18/03/2016,drama,89,"romania, poland, france",romanian,adrian sitaru,"alina grigore, adrian sitaru",inlight,"adrian titieni, alina grigore, robi urs, bogdan albulescu, cristina olteanu, miruna dumitrescu, liviu vizitiu, mihaela perianu, adrian iacov, gabriela ursu, andrei iordache, anastasia passerotti, liviu florescu, ayrton p. bryan, radu andrei micu",two siblings and an illegitimate love. a father who's a doctor and several accusations. a family in which no one ever drew a line between what's moral and what's legal. not even when it comes to abortion.,6.9,1086,eur 57000,,$ 18840,,4,18,"adrian titieni, alina grigore, robi urs, bogdan albu","lescu, cristina olteanu, miruna dumitrescu, liviu vizitiu, mihaela perianu, adrian iacov, gabriela ursu, andrei iordache, anastasia passerotti, liviu florescu, ayrton p. bryan, radu andrei micu",
2324,tt5003186,plan de fuga,plan de fuga,2016,28/04/2017,"action, adventure, crime",105,spain,spanish,iñaki dorronsoro,iñaki dorronsoro,atresmedia cine,"alain hernández, javier gutiérrez, alba galocha, itziar atienza, luis tosar, florin opritescu, jaroslaw bielski, peter nikolas, miquel garcía borda, abel mora, josé manuel yebes, ales furundarena, daniel martos, tomás del estal, césar vea",a thief expert with blowtorch is hired by a group of the russian mob for a bank assault.,5.6,1231,eur 2500000,,$ 1253363,,1,12,"alain hernández, javier gutiérrez, alba galocha, itzi","ar atienza, luis tosar, florin opritescu, jaroslaw bielski, peter nikolas, miquel garcía borda, abel mora, josé manuel yebes, ales furundarena, daniel martos, tomás del estal, césar vea",
2325,tt5004422,jesen samuraja,jesen samuraja,2016,03/10/2016,"comedy, romance, sport",117,serbia,serbian,danilo beckovic,dimitrije vojnov,chouchkov brothers,"petar strugar, hristina popovic, nikola kojo, sergej trifunovic, katarina zutic, vlado jovanovski, andrija milosevic, miodrag 'miki' krstovic, slavisa curovic, vesna trivalic, tihomir stanic, petar novicevic, milan jovanovic strongman, milos samolov, marija jovanovic","the samurai in autumn is a social melodrama with laughs, tears and heartbreaks and lot of fistfights. it's a story of a karate champion who falls from grace after being caught in a doping ...",6.3,866,eur 1000000,,,,2,13,"petar strugar, hristina popovic, nikola kojo, sergej","trifunovic, katarina zutic, vlado jovanovski, andrija milosevic, miodrag 'miki' krstovic, slavisa curovic, vesna trivalic, tihomir stanic, petar novicevic, milan jovanovic strongman, milos samolov, marija",jovanovic
