id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,,lead_actors,y
3232,tt1130080,the informant!,the informant!,2009,20/11/2009,"biography, comedy, crime",108,usa,"english, german",steven soderbergh,"scott z. burns, kurt eichenwald",warner bros.,"matt damon, lucas mchugh carroll, eddie jemison, rusty schwimmer, craig ricci shaynak, tom papa, rick overton, melanie lynskey, thomas f. wilson, scott bakula, scott adsit, ann dowd, allan havey, howie johnson, joel mchale","the u.s. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant mark whitacre.",6.4,60932,$ 22000000,$ 33316821,$ 41771168,66,200,256,,"matt damon, lucas mchugh carroll, eddie jemison, r","usty schwimmer, craig ricci shaynak, tom papa, rick overton, melanie lynskey, thomas f. wilson, scott bakula, scott adsit, ann dowd, allan havey, howie johnson, joel mchale"
3233,tt1130087,16 to life,16 to life,2009,03/09/2010,"comedy, romance",89,usa,english,becky smith,becky smith,duck farm films,"hallee hirsh, theresa russell, shiloh fernandez, mandy musgrave, jaime gomez, will rothhaar, carson kressley, emily baldoni, pamela dunlap, nicholas downs, ryan gourley, michael cornelison, julie mickelson, ian paul, james serpento",romantic comedy. a small town teenager's angst about sexual inexperience drives a comic quest for love and understanding on a birthday to end all birthdays.,6.3,433,$ 1000000,,,,7,3,,"hallee hirsh, theresa russell, shiloh fernandez, m","andy musgrave, jaime gomez, will rothhaar, carson kressley, emily baldoni, pamela dunlap, nicholas downs, ryan gourley, michael cornelison, julie mickelson, ian paul, james serpento"
3234,tt1130965,atletu,atletu,2009,29/06/2012,"biography, drama",92,"usa, germany, ethiopia","english, amharic","davey frankel, rasselas lakew","rasselas lakew, davey frankel",av patchbay,"rasselas lakew, dag malmberg, ruta gedmintas, abba waka dessalegn, johnny ashenafi, woyneshet belachew, abebe bikila, arne boysen, yeneneh ezra, fekadu gemechu, mersha getahun, tigist gurma, benito mussolini, hristo petkov, ekaterina petrova","running the streets of rome in 1960, an unknown, barefooted ethiopian man stunned the world by winning olympic gold in the marathon. overnight, abebe bikila became a sports legend. a hero ...",6.7,220,$ 3450000,,$ 611,,3,6,,"rasselas lakew, dag malmberg, ruta gedmintas, abba","waka dessalegn, johnny ashenafi, woyneshet belachew, abebe bikila, arne boysen, yeneneh ezra, fekadu gemechu, mersha getahun, tigist gurma, benito mussolini, hristo petkov, ekaterina petrova"
3235,tt1130983,chamaco,chamaco,2009,08/10/2009,drama,97,mexico,"spanish, english",miguel necoechea,"carl bessai, kirk harris",rogue arts,"martin sheen, kirk harris, álex perea, michael madsen, danny perea, sofía espinosa, gustavo sánchez parra, raúl méndez, christian vazquez, gustavo ganem, juan carlos remolina, daniel evangelista, rafael valdes, joe torrenueva, michael ellison","abner is trapped in the rough life of mexico city. his escape? boxing. dr. frank irwin and his son jimmy, a pro boxer, come together to teach abner that the heart fuels the punches we throw in life.",5.5,196,$ 1600000,,,,3,5,,"martin sheen, kirk harris, álex perea, michael mads","en, danny perea, sofía espinosa, gustavo sánchez parra, raúl méndez, christian vazquez, gustavo ganem, juan carlos remolina, daniel evangelista, rafael valdes, joe torrenueva, michael ellison"
3236,tt1130984,cinéman,cinéman,2009,28/10/2009,"comedy, fantasy, romance",90,"france, belgium","french, english, japanese, italian",yann moix,"yann moix, yann moix",saj,"franck dubosc, lucy gordon, pierre-françois martin-laval, pierre richard, olivier mag, anne marivin, jean-christophe bouvet, michel galabru, marisa berenson, jean-michel balthazar, shalimar debru, jean-baptiste iera, thomas demarez, julien enthoven, sandrine quynh",a maths teacher acquires the power to travel into movies to save the woman of his dreams and bring her back to her correct film.,3,566,eur 22000000,,$ 2500308,,,14,,"franck dubosc, lucy gordon, pierre-françois martin-","laval, pierre richard, olivier mag, anne marivin, jean-christophe bouvet, michel galabru, marisa berenson, jean-michel balthazar, shalimar debru, jean-baptiste iera, thomas demarez, julien enthoven, sandrine quynh"
3237,tt1130993,le premier cercle,le premier cercle,2009,04/03/2009,"action, crime, drama",95,"france, italy","french, armenian",laurent tuel,"laurent tuel, laurent tuel",alter films,"jean reno, gaspard ulliel, vahina giocante, sami bouajila, isaac sharry, alberto gimignani, eric challier, julian negulesco, franco trevisi, albert goldberg, mirza halilovic, vladimir milivojevic, nicolas bridet, tony gaultier, jean-paul zehnacker","the malakian clan, a family of ruthless gangsters, controls the underworld of southern france. at its head, the violent godfather milo malakian rules his world with an iron fist. his son ...",5.4,3111,,,$ 2322421,,14,16,,"jean reno, gaspard ulliel, vahina giocante, sami bo","uajila, isaac sharry, alberto gimignani, eric challier, julian negulesco, franco trevisi, albert goldberg, mirza halilovic, vladimir milivojevic, nicolas bridet, tony gaultier, jean-paul zehnacker"
3238,tt1131727,against the current,against the current,2009,18/01/2009,drama,98,usa,english,peter callahan,peter callahan,ghost robot,"joseph fiennes, samantha sherman, pell james, justin kirk, elizabeth reaser, amy hargreaves, martin shakar, avery glymph, chad brigockas, tom o'rourke, john rue, douglas odell, seth kanor, mary tyler moore, constance barron","struggling with a tragic past, a man with an urgent calling enlists two friends to help him swim the length of the hudson river.",6.1,1115,$ 3000000,,,,23,10,,"joseph fiennes, samantha sherman, pell james, ju","stin kirk, elizabeth reaser, amy hargreaves, martin shakar, avery glymph, chad brigockas, tom o'rourke, john rue, douglas odell, seth kanor, mary tyler moore, constance barron"
3239,tt1131729,the boat that rocked,the boat that rocked,2009,01/04/2009,"comedy, drama, music",135,"uk, france, germany",english,richard curtis,richard curtis,universal pictures,"michael hadley, charlie rowe, lucy fleming, philip seymour hoffman, tom sturridge, ian mercer, bill nighy, will adamsdale, tom brooke, rhys darby, nick frost, katherine parkinson, chris o'dowd, ike hamilton, stephen moore","a band of rogue djs that captivated britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",7.4,103792,$ 50000000,$ 8017917,$ 36348784,58,237,190,,"michael hadley, charlie rowe, lucy fleming, philip","seymour hoffman, tom sturridge, ian mercer, bill nighy, will adamsdale, tom brooke, rhys darby, nick frost, katherine parkinson, chris o'dowd, ike hamilton, stephen moore"
3240,tt1131732,flying by,flying by,2009,18/04/2009,"drama, family, music",90,usa,english,jim amatulli,"jim amatulli, oscar jarnicki",arte,"ahnaise christmas, mo collins, billy ray cyrus, arabella field, sidney franklin, robert gossett, david haack, judith hoag, ted hutton, steven b. jarnicki, eric allan kramer, katie leclerc, heather locklear, kevin montgomery, patricia neal","a real estate developer goes to his 25th high school reunion without his wife, and finds his old teenage band playing. they get him up on stage for a couple of songs, and convince him come ...",4.4,235,,,,,2,,,"ahnaise christmas, mo collins, billy ray cyrus, arab","ella field, sidney franklin, robert gossett, david haack, judith hoag, ted hutton, steven b. jarnicki, eric allan kramer, katie leclerc, heather locklear, kevin montgomery, patricia neal"
3241,tt1131734,jennifer's body,jennifer's body,2009,04/11/2009,"comedy, horror",102,usa,"english, spanish",karyn kusama,diablo cody,fox atomic,"megan fox, amanda seyfried, johnny simmons, adam brody, sal cortez, ryan levine, juan riedinger, colin askey, chris pratt, juno rinaldi, kyle gallner, josh emerson, j.k. simmons, amy sedaris, cynthia stevenson",a newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. can her best friend put an end to the horror?,5.2,108560,$ 16000000,$ 16204793,$ 31556061,47,323,314,,"megan fox, amanda seyfried, johnny simmons, adam","brody, sal cortez, ryan levine, juan riedinger, colin askey, chris pratt, juno rinaldi, kyle gallner, josh emerson, j.k. simmons, amy sedaris, cynthia stevenson"
3242,tt1131743,necrosis,necrosis,2009,16/12/2009,"horror, thriller",90,usa,english,jason robert stephens,"robert michael ryan, jason robert stephens",two meter productions,"james kyson, george stults, tiffany, penny vital, danielle de luca, robert michael ryan, michael berryman, mickey jones, kymberly jane, grady lee richmond, jay preston, john dobroth, elisa eliot, skyelar rae, steve thomas sr.","in 2009, six friends arrive at an isolated cabin to enjoy a long weekend in the snow. an epic snowstorm interrupts their vacation, trapping them on the mountain and resurrecting the haunting ghosts of the donner party.",3.2,939,,,,,26,22,,"james kyson, george stults, tiffany, penny vital, dan","ielle de luca, robert michael ryan, michael berryman, mickey jones, kymberly jane, grady lee richmond, jay preston, john dobroth, elisa eliot, skyelar rae, steve thomas sr."
3243,tt1132135,asylum seekers,asylum seekers,2009,13/06/2009,"comedy, fantasy",90,usa,english,rania ajami,"rania ajami, rania ajami",cipher productions,"pepper binkley, bill dawes, judith hawking, daniel irizarry, stella maeve, camille o'sullivan, lee wilkof, remy auberjonois, john auer, liza binkley, shana dowdeswell, karin duseva, mercedes herrero, edward james hyland, ken jennings","six people on the verge of a breakdown decide to check themselves into an insane asylum, only to discover there is just room for one.",4.9,962,$ 1500000,,,,8,20,,"pepper binkley, bill dawes, judith hawking, dan","iel irizarry, stella maeve, camille o'sullivan, lee wilkof, remy auberjonois, john auer, liza binkley, shana dowdeswell, karin duseva, mercedes herrero, edward james hyland, ken jennings"
3244,tt1132193,(untitled),(untitled),2009,02/06/2011,"comedy, drama, music",96,usa,english,jonathan parker,"catherine dinapoli, jonathan parker",parker film company,"adam goldberg, marley shelton, eion bailey, lucy punch, vinnie jones, zak orth, ptolemy slocum, michael panes, svetlana efremova, marceline hugot, janet carroll, ben hammer, david beach, david cale, dean wareham",a chelsea art gallerist falls for a brooding new music composer in this comic tale about the state of contemporary art.,6.3,2041,,$ 230600,$ 230600,58,17,49,,"adam goldberg, marley shelton, eion bailey, lucy pu","nch, vinnie jones, zak orth, ptolemy slocum, michael panes, svetlana efremova, marceline hugot, janet carroll, ben hammer, david beach, david cale, dean wareham"
3245,tt1132286,mandie and the secret tunnel,mandie and the secret tunnel,2009,2009,"adventure, drama, family",100,usa,english,"joy chapman, owen smith","joy chapman, owen smith",lost world pictures,"dean jones, lexi johnson, william yelton, amanda waters, gezell fleming, adam boyer, angela oberer, martin thompson, shayne kohout, dave blamy, brandi nicole feemster, craig reuben, mary mcquaig, steven st. gelais, lauren gibson","in 1899, mandie's life changes when her cherokee friends help her escape to a mansion that holds the hidden secrets of her past and the key to her future.",5.5,286,$ 750000,,,,2,2,,"dean jones, lexi johnson, william yelton, amanda w","aters, gezell fleming, adam boyer, angela oberer, martin thompson, shayne kohout, dave blamy, brandi nicole feemster, craig reuben, mary mcquaig, steven st. gelais, lauren gibson"
3246,tt1132588,gooby,gooby,2009,17/04/2009,"family, fantasy",95,canada,english,wilson coneybeare,wilson coneybeare,coneybeare stories,"robbie coltrane, david james elliott, ingrid kavelaars, eugene levy, matthew knight, derek scott, mary haney, len doncheff, paula boudreau, elle downs, ricky hegarty, luke bilyk, alexander conti, christina bilyk, tyler khan","eleven year old willy's childhood toy, gooby, comes to life as a real, live, six-foot tall monster who helps willy through rough times, with hair-raising and hilarious adventures.",3.2,658,,$ 3234,$ 3234,,14,7,,"robbie coltrane, david james elliott, ingrid kavelaars,","eugene levy, matthew knight, derek scott, mary haney, len doncheff, paula boudreau, elle downs, ricky hegarty, luke bilyk, alexander conti, christina bilyk, tyler khan"
3247,tt1132593,kan door huid heen,kan door huid heen,2009,29/01/2009,drama,94,netherlands,dutch,esther rots,esther rots,nfi-productions,"rifka lodeizen, wim opbrouck, chris borowski, elisabeth van nimwegen, tina de bruin, mattijn hartemink, roel goudsmit, anita donk, hans zuydveld, jeroen van wijngaarden, serafien rijckaert",the silent aftermath of a young woman's disaster is broken by her discovery of nature's old rhythms.,6.9,600,,,$ 7359,,5,30,,"rifka lodeizen, wim opbrouck, chris borowski, elisa","beth van nimwegen, tina de bruin, mattijn hartemink, roel goudsmit, anita donk, hans zuydveld, jeroen van wijngaarden, serafien rijckaert"
3248,tt1132620,män som hatar kvinnor,män som hatar kvinnor,2009,12/03/2010,"crime, drama, mystery",152,"sweden, denmark, germany, norway","swedish, english",niels arden oplev,"nikolaj arcel, rasmus heisterberg",yellow bird,"michael nyqvist, noomi rapace, lena endre, sven-bertil taube, peter haber, peter andersson, marika lagercrantz, ingvar hirdwall, björn granath, ewa fröling, michalis koutsogiannakis, annika hallin, sofia ledarp, tomas köhler, david dencik",a journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,7.8,200631,$ 13000000,$ 10095170,$ 104395170,76,307,336,,"michael nyqvist, noomi rapace, lena endre, sven-be","rtil taube, peter haber, peter andersson, marika lagercrantz, ingvar hirdwall, björn granath, ewa fröling, michalis koutsogiannakis, annika hallin, sofia ledarp, tomas köhler, david dencik"
3249,tt1133993,serious moonlight,serious moonlight,2009,04/12/2009,"comedy, crime, romance",81,usa,english,cheryl hines,adrienne shelly,night and day pictures,"meg ryan, timothy hutton, justin long, kristen bell, derek carter, bill parks, kimberlee peterson, nathan dean, andy ostroy",a high-powered attorney duct tapes her adulterous husband to the toilet ... right before their home is invaded by burglars.,5.4,7590,,$ 25339,$ 339014,36,39,47,,"meg ryan, timothy hutton, justin long, kristen b","ell, derek carter, bill parks, kimberlee peterson, nathan dean, andy ostroy"
3250,tt1133995,the way of war,the way of war,2009,10/02/2009,"action, thriller",90,usa,english,john r. carter,scott schafer,capital city entertainment,"cuba gooding jr., clarence williams iii, john terry, jaclyn desantis, lance reddick, bill ""howl-n-madd"" perry, jayson warner smith, sarah ann schultz, j.k. simmons, j. omar castro, vernel bagneris, edrick browne, nick lopez, rob bartenstein, brad c. carter",a paramilitary operative goes on a rampage after discovering a conspiracy to commit war.,3.2,2466,$ 5000000,,,,47,11,,"cuba gooding jr., clarence williams iii, john terry,","jaclyn desantis, lance reddick, bill ""howl-n-madd"" perry, jayson warner smith, sarah ann schultz, j.k. simmons, j. omar castro, vernel bagneris, edrick browne, nick lopez, rob bartenstein, brad c. carter"
3251,tt1134629,the private lives of pippa lee,the private lives of pippa lee,2009,10/07/2009,"comedy, drama, romance",98,usa,english,rebecca miller,"rebecca miller, rebecca miller",grand army entertainment,"robin wright, mike binder, alan arkin, winona ryder, ryan mcdonald, cornel west, maria bello, arnie burton, tim guinee, drew beasley, madeline mcnulty, beckett melville, zoe kazan, billy wheelan, shirley knight","after her much older husband forces a move to a suburban retirement community, pippa lee engages in a period of reflection and finds herself heading toward a quiet nervous breakdown.",6.4,12439,,$ 337356,$ 2777499,49,50,108,,"robin wright, mike binder, alan arkin, winona ry","der, ryan mcdonald, cornel west, maria bello, arnie burton, tim guinee, drew beasley, madeline mcnulty, beckett melville, zoe kazan, billy wheelan, shirley knight"
3252,tt1134664,boogie woogie,boogie woogie,2009,29/09/2017,"comedy, drama",94,uk,english,duncan ward,"danny moynihan, danny moynihan",the works international,"gillian anderson, alan cumming, heather graham, danny huston, jack huston, christopher lee, joanna lumley, simon mcburney, meredith ostrom, charlotte rampling, amanda seyfried, stellan skarsgård, jaime winstone, alfie allen, gemma atkinson",a comedy of manners set against the backdrop of contemporary london and the international art scene.,5.2,3429,$ 6000000,$ 2618,$ 47527,,23,30,,"gillian anderson, alan cumming, heather graham,","danny huston, jack huston, christopher lee, joanna lumley, simon mcburney, meredith ostrom, charlotte rampling, amanda seyfried, stellan skarsgård, jaime winstone, alfie allen, gemma atkinson"
3253,tt1134674,zmd: zombies of mass destruction,zmd: zombies of mass destruction,2009,17/08/2011,"comedy, horror, sci-fi",89,usa,english,kevin hamedani,"ramon isao, kevin hamedani",typecast pictures,"janette armand, doug fahl, cooper hopkins, russell hodgkinson, cornelia duryée, james mesher, bill johns, ali hamedani, linda jensen, victoria drake, andrew hyde, ryan barret, bill mcquaid, irene strauss, kevin hamedani","life is wonderful for the people in the quiet, island town of port gamble....until a zombie virus outbreak!",5,3939,$ 500000,,,,39,66,,"janette armand, doug fahl, cooper hopkins, russell","hodgkinson, cornelia duryée, james mesher, bill johns, ali hamedani, linda jensen, victoria drake, andrew hyde, ryan barret, bill mcquaid, irene strauss, kevin hamedani"
3254,tt1134854,survival of the dead,survival of the dead,2009,06/05/2010,"comedy, drama, horror",90,"usa, canada",english,george a. romero,george a. romero,blank of the dead productions,"alan van sprang, joshua peace, hardee t. lineham, dru viergever, eric woolfe, shawn roberts, scott wentworth, amy lalonde, michelle morgan, joshua close, mitch risman, kenneth welsh, julian richings, wayne robson, kathleen munroe","on an island off the coast of north america, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",4.9,19595,$ 4000000,$ 101740,$ 386078,43,163,281,,"alan van sprang, joshua peace, hardee t. lineham,","dru viergever, eric woolfe, shawn roberts, scott wentworth, amy lalonde, michelle morgan, joshua close, mitch risman, kenneth welsh, julian richings, wayne robson, kathleen munroe"
3255,tt1134860,é proibido fumar,é proibido fumar,2009,04/12/2009,"drama, romance, thriller",89,brazil,portuguese,anna muylaert,anna muylaert,africa filmes,"glória pires, paulo miklos, alessandra colassanti, dani nefussi, marisa orth, paula pretta, henrique silveira, lili angel, antônio edson, antonio abujamra, lourenço mutarelli, pitty, lucas machado candeias, emerson danesi, roberto andreoli","in são paulo, the lonely forty and something year-old guitar teacher baby lives a tedious life in a low middle-class apartment and is addicted in her only companion, the cigarettes. she has...",6.7,458,,,$ 197319,,1,3,,"glória pires, paulo miklos, alessandra colassanti, dan","i nefussi, marisa orth, paula pretta, henrique silveira, lili angel, antônio edson, antonio abujamra, lourenço mutarelli, pitty, lucas machado candeias, emerson danesi, roberto andreoli"
3256,tt1135089,h2o extreme,h2o extreme,2009,01/04/2009,"action, sport",95,usa,english,william scharpf,"tommy garcia, william scharpf",mirror image productions corp,"chris carmack, nikki griffin, rider strong, tad hilgenbrink, john schneider, ashley barker, dave briscoe, brian patrick clarke, james e. foley, susan gallagher, cristina huang, karin justman, jeffrey knight, cynthia murell, miracle sims","""h20 extreme"" is the story about austin roberts, a 22-year-old hockey star from wisconsin who visits his water-skiing friends at cypress gardens adventure park during the summer. roberts ...",4.2,133,,,,,,,,"chris carmack, nikki griffin, rider strong, tad hilgen","brink, john schneider, ashley barker, dave briscoe, brian patrick clarke, james e. foley, susan gallagher, cristina huang, karin justman, jeffrey knight, cynthia murell, miracle sims"
3257,tt1135092,the limits of control,the limits of control,2009,19/09/2009,"crime, drama, mystery",116,"usa, japan","english, spanish, arabic, french, japanese",jim jarmusch,jim jarmusch,focus features,"isaach de bankolé, alex descas, jean-françois stévenin, óscar jaenada, luis tosar, paz de la huerta, tilda swinton, yûki kudô, john hurt, gael garcía bernal, hiam abbass, bill murray, héctor colomé, maría isasi, norma yessenia paladines","the story of a mysterious loner, a stranger in the process of completing a criminal job.",6.3,18544,,$ 426688,$ 1966571,41,116,163,,"isaach de bankolé, alex descas, jean-françois stévenin",", óscar jaenada, luis tosar, paz de la huerta, tilda swinton, yûki kudô, john hurt, gael garcía bernal, hiam abbass, bill murray, héctor colomé, maría isasi, norma yessenia paladines"
3258,tt1135095,tell-tale,tell-tale,2009,31/12/2009,"drama, horror, sci-fi",93,"uk, usa",english,michael cuesta,"dave callaham, edgar allan poe",artina films,"josh lucas, lena headey, brian cox, bea miller, jamie harrold, michael kenneth williams, pablo schreiber, tom riis farrell, ulrich thomsen, dallas roberts, cassandre fiering, peg holzemer, scott winters, kara lund, john timothy botka",a man's newly transplanted heart leads him on a dangerous journey to find out who murdered its donor.,5.4,4659,$ 12000000,,$ 345734,,26,35,,"josh lucas, lena headey, brian cox, bea miller, jam","ie harrold, michael kenneth williams, pablo schreiber, tom riis farrell, ulrich thomsen, dallas roberts, cassandre fiering, peg holzemer, scott winters, kara lund, john timothy botka"
3259,tt1135487,duplicity,duplicity,2009,20/03/2009,"comedy, crime, romance",125,"usa, germany","english, spanish, russian, german",tony gilroy,tony gilroy,universal pictures,"clive owen, julia roberts, tom wilkinson, paul giamatti, dan daily, lisa roberts gillan, david shumbris, rick worthy, oleg stefan, denis o'hare, kathleen chalfant, khan baykal, tom mccarthy, wayne duvall, fabrizio brienza","two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. however, they distract each other in more ways than one.",6.1,45685,$ 60000000,$ 40572825,$ 78146652,69,191,219,,"clive owen, julia roberts, tom wilkinson, paul gia","matti, dan daily, lisa roberts gillan, david shumbris, rick worthy, oleg stefan, denis o'hare, kathleen chalfant, khan baykal, tom mccarthy, wayne duvall, fabrizio brienza"
3260,tt1135500,homecoming,homecoming,2009,26/09/2009,"drama, horror, sport",88,usa,english,morgan j. freeman,katie l. fetting,animus films,"mischa barton, matt long, jessica stroup, michael landes, allen williamson, joshua elijah reese, nick pasqual, joe forgione, alex hooper, cassandra nentwig, danielle simone, hunter seagroves, robert haley, mary decaro, amanda jane cooper",a jilted ex-girlfriend plots revenge after her former beau comes back to their hometown with a new lover.,5.3,4030,$ 1500000,,,21,19,35,,"mischa barton, matt long, jessica stroup, michael","landes, allen williamson, joshua elijah reese, nick pasqual, joe forgione, alex hooper, cassandra nentwig, danielle simone, hunter seagroves, robert haley, mary decaro, amanda jane cooper"
3261,tt1135503,julie & julia,julie & julia,2009,11/09/2009,"biography, drama, romance",118,usa,"english, french",nora ephron,"nora ephron, julie powell",columbia pictures,"meryl streep, amy adams, stanley tucci, chris messina, linda emond, helen carey, mary lynn rajskub, jane lynch, joan juliet buck, crystal mccreary, george bartenieff, vanessa ferlito, casey wilson, jillian bach, andrew garman",julia child's story of her start in the cooking profession is intertwined with blogger julie powell's 2002 challenge to cook all the recipes in child's first book.,7,98646,$ 40000000,$ 94125426,$ 129540499,66,313,262,,"meryl streep, amy adams, stanley tucci, chris messin","a, linda emond, helen carey, mary lynn rajskub, jane lynch, joan juliet buck, crystal mccreary, george bartenieff, vanessa ferlito, casey wilson, jillian bach, andrew garman"
3262,tt1135525,the slammin' salmon,the slammin' salmon,2009,17/01/2009,comedy,90,usa,english,kevin heffernan,"jay chandrasekhar, kevin heffernan",broken lizard industries,"kevin heffernan, jeff chase, carla gallo, paul soter, michael yurchak, nat faxon, jolie martin, erik stolhanske, jay chandrasekhar, april bowlby, cobie smulders, steve lemme, carrie clifford, will forte, rosalie ward",the owner of a miami restaurant indebted to the mob institutes a contest to see what waiter can earn the most money in one night.,6.4,12660,,$ 41587,$ 60421,40,30,47,,"kevin heffernan, jeff chase, carla gallo, paul soter,","michael yurchak, nat faxon, jolie martin, erik stolhanske, jay chandrasekhar, april bowlby, cobie smulders, steve lemme, carrie clifford, will forte, rosalie ward"
3263,tt1135931,chintu ji,chintu ji,2009,04/09/2009,"comedy, drama",115,india,hindi,ranjit kapoor,"shabbir ahmed, yash bhardwaj",kaleidoscope entertainment,"rishi kapoor, priyanshu chatterjee, kulraj randhawa, saurabh shukla, grusha kapoor, swadesh badhu, vishal bahl, gaurav bhattacharya, kanchan bisht, sophiya chaudhary, sanjiv chopra, gilles chuen, pankaj dubey, dheerendra dwivedi, satish fenn","rishi, the son of legendary raj kapoor, decides to try his hand at politics, and to garner support, re-locates to his birth village, hadbahedi. the village is located in an isolated area ...",5.8,168,,,,,10,2,,"rishi kapoor, priyanshu chatterjee, kulraj randhaw","a, saurabh shukla, grusha kapoor, swadesh badhu, vishal bahl, gaurav bhattacharya, kanchan bisht, sophiya chaudhary, sanjiv chopra, gilles chuen, pankaj dubey, dheerendra dwivedi, satish fenn"
3264,tt1135940,"mord ist mein geschäft, liebling","mord ist mein geschäft, liebling",2009,26/02/2009,"comedy, crime, romance",109,germany,german,sebastian niemann,"dirk ahner, sebastian niemann",rat pack filmproduktion,"rick kavanian, nora tschirner, christian tramitz, janek rieke, hans-michael rehberg, matthias zelic, wolf roth, franco nero, günther kaufmann, wolfgang völz, sascha grzesczak, dirk ahner, ludger pistor, doris kunstmann, bud spencer",enrico puzzo is an eccentric italian author who claims he knows the mafia from inside. based on these allegations he wrote a book and sold it under a pen name to a german publishing house.,5.8,1283,,,$ 3866555,,4,18,,"rick kavanian, nora tschirner, christian tramitz, ja","nek rieke, hans-michael rehberg, matthias zelic, wolf roth, franco nero, günther kaufmann, wolfgang völz, sascha grzesczak, dirk ahner, ludger pistor, doris kunstmann, bud spencer"
3265,tt1135952,white material,white material,2009,02/07/2010,"drama, war",106,"france, cameroon",french,claire denis,"claire denis, marie n'diaye",why not productions,"isabelle huppert, christopher lambert, nicolas duvauchelle, william nadylam, michel subor, isaach de bankolé, adèle ado, ali barkai, jean-marie ahanda, martin poulibe, patrice eya, serge mong, mama njouam, thomas dumerchez, christine-ange tatah","amidst turmoil and racial conflict in a francophone african state, a white french woman fights for her coffee crop, her family and ultimately for her life.",6.9,6278,,$ 304020,$ 973274,81,27,126,,"isabelle huppert, christopher lambert, nicolas du","vauchelle, william nadylam, michel subor, isaach de bankolé, adèle ado, ali barkai, jean-marie ahanda, martin poulibe, patrice eya, serge mong, mama njouam, thomas dumerchez, christine-ange tatah"
3266,tt1136608,district 9,district 9,2009,04/09/2009,"action, sci-fi, thriller",112,"south africa, usa, new zealand, canada","english, nyanja, afrikaans, zulu, xhosa, southern sotho",neill blomkamp,"neill blomkamp, terri tatchell",tristar pictures,"sharlto copley, jason cope, nathalie boltt, sylvaine strike, elizabeth mkandawie, john sumner, william allen young, greg melvill-smith, nick blake, morena busa sesatsa, themba nkosi, mzwandile nqoba, barry strydom, jed brophy, louis minnaar",violence ensues after an extraterrestrial race forced to live in slum-like conditions on earth finds a kindred spirit in a government agent exposed to their biotechnology.,7.9,613333,$ 30000000,$ 115646235,$ 210819611,81,1337,479,,"sharlto copley, jason cope, nathalie boltt, sylvaine","strike, elizabeth mkandawie, john sumner, william allen young, greg melvill-smith, nick blake, morena busa sesatsa, themba nkosi, mzwandile nqoba, barry strydom, jed brophy, louis minnaar"
3267,tt1136684,run! bitch run!,run! bitch run!,2009,25/09/2009,"horror, thriller",90,usa,english,joseph guzman,"robert james hayes ii, joseph guzman",freak show entertainment,"ivet corvea, cheryl lyone, john winscher, peter tahoe, daeg faerch, christina derosa, patricia grant, mike tursi, chenoa mason, chris weidman, ryan henslee, caejar cox, lori soleil, douglas macpherson, mickey faerch","things go horribly wrong when catherine and rebecca, two catholic school girls, knock on the wrong door while selling religious paraphernalia.",4.1,2657,$ 25000,,,,32,47,,"ivet corvea, cheryl lyone, john winscher, peter tah","oe, daeg faerch, christina derosa, patricia grant, mike tursi, chenoa mason, chris weidman, ryan henslee, caejar cox, lori soleil, douglas macpherson, mickey faerch"
3268,tt1137436,awaydays,awaydays,2009,22/05/2009,"crime, drama",105,uk,english,pat holden,kevin sampson,red union films,"nicky bell, liam boyle, stephen graham, oliver lee, lee battle, michael ryan, sean ward, anthony borrows, david barlow, elliot hughes, holliday grainger, ian puleston-davies, ged mckenna, lianne sorsa, dannielle malone","in the grim early years of margaret thatcher's premiership, also the crown years of hooliganism, the opportunities for thrill-seeking young men are what they've always been: sex, drugs, rock n' roll, fashion, football and fighting.",5.8,3088,,,$ 131265,,27,28,,"nicky bell, liam boyle, stephen graham, oliver lee,","lee battle, michael ryan, sean ward, anthony borrows, david barlow, elliot hughes, holliday grainger, ian puleston-davies, ged mckenna, lianne sorsa, dannielle malone"
3269,tt1137455,fire from below,fire from below,2009,03/04/2009,thriller,89,usa,english,"andrew stevens, jim wynorski","jim wynorski, william langlois",andrew stevens entertainment,"kevin sorbo, gigi erneta, maeghan albach, chris combs, alex cord, pattie crawford, jim dougherty, sue evans, carl freeman, burton gilliam, james hampton, james wolford hardin, murray holland, sequoia houston, kelly o'neil jackson","digging at a nearby cave, a careless industrialist unearths a vein of pure base lithium and inadvertently brings it to the surface, where the lithium combusts when coming into contact with ...",2.7,839,$ 1000000,,,,12,6,,"kevin sorbo, gigi erneta, maeghan albach, chris com","bs, alex cord, pattie crawford, jim dougherty, sue evans, carl freeman, burton gilliam, james hampton, james wolford hardin, murray holland, sequoia houston, kelly o'neil jackson"
